,期数,红球_1,红球_2,红球_3,红球_4,红球_5,红球_6,蓝球
1445,13081,01,04,10,13,21,31,13
1446,13080,10,11,12,23,28,32,16
1447,13079,07,13,17,19,22,26,13
1448,13078,03,05,17,18,26,27,15
1449,13077,09,14,23,24,26,29,03
1450,13076,14,23,24,26,29,30,03
1451,13075,04,06,09,25,30,33,14
1452,13074,03,06,08,14,19,32,03
1453,13073,02,09,13,17,20,28,11
1454,13072,02,08,11,14,19,33,09
1455,13071,05,12,21,23,26,28,09
1456,13070,02,03,09,10,28,30,06
1457,13069,07,16,17,18,30,33,06
1458,13068,02,07,13,20,25,27,06
1459,13067,01,04,09,15,22,30,06
1460,13066,01,03,16,17,20,32,07
1461,13065,07,18,19,23,29,30,02
1462,13064,01,09,13,22,25,32,12
1463,13063,10,15,18,20,23,31,12
1464,13062,01,06,07,19,22,27,02
1465,13061,05,06,07,12,13,18,12
1466,13060,05,07,10,13,19,20,15
1467,13059,03,10,18,24,27,29,09
1468,13058,08,11,17,21,23,24,05
1469,13057,13,16,19,23,26,28,05
1470,13056,03,12,25,26,28,29,16
1471,13055,08,18,19,22,27,32,06
1472,13054,03,04,08,14,21,28,14
1473,13053,03,12,13,22,30,33,14
1474,13052,06,07,14,21,22,24,13
1475,13051,08,12,15,19,28,29,02
1476,13050,03,07,13,18,22,25,03
1477,13049,10,13,14,16,21,32,14
1478,13048,10,13,17,28,30,32,04
1479,13047,01,08,11,17,27,30,12
1480,13046,03,16,19,20,24,26,06
1481,13045,06,07,08,14,23,31,12
1482,13044,03,05,11,18,26,28,06
1483,13043,03,06,14,15,17,25,16
1484,13042,01,08,12,13,15,33,03
1485,13041,02,10,12,17,23,24,05
1486,13040,02,04,10,12,17,30,10
1487,13039,01,02,14,15,24,29,06
1488,13038,09,10,12,14,15,19,11
1489,13037,02,15,18,27,28,32,14
1490,13036,04,05,09,27,29,31,13
1491,13035,01,14,15,17,26,30,02
1492,13034,06,15,20,22,26,33,09
1493,13033,05,06,13,17,19,28,01
1494,13032,04,21,25,29,30,33,03
1495,13031,03,13,14,15,21,33,03
1496,13030,07,14,18,25,26,29,06
1497,13029,06,07,10,19,23,29,12
1498,13028,07,08,14,25,26,28,13
1499,13027,01,02,04,12,21,24,12
1500,13026,04,11,14,15,22,31,11
1501,13025,16,17,18,24,25,30,08
1502,13024,04,05,13,23,27,30,09
1503,13023,03,06,15,18,30,32,05
1504,13022,02,04,07,09,15,20,07
1505,13021,01,06,17,19,26,31,11
1506,13020,01,07,08,12,16,21,01
1507,13019,01,02,05,16,20,26,06
1508,13018,02,08,13,28,29,30,05
1509,13017,04,06,12,30,31,32,09
1510,13016,02,05,06,12,14,28,05
1511,13015,05,06,07,11,13,18,15
1512,13014,02,04,05,17,19,20,08
1513,13013,05,06,13,19,22,28,09
1514,13012,06,14,17,22,28,29,02
1515,13011,03,12,17,24,27,29,09
1516,13010,01,09,11,17,32,33,12
1517,13009,01,04,09,13,16,23,02
1518,13008,03,08,17,21,25,32,15
1519,13007,02,09,15,22,26,32,01
1520,13006,09,10,13,17,22,30,13
1521,13005,01,13,14,25,31,32,12
1522,13004,06,10,16,20,27,32,08
1523,13003,22,23,26,27,28,33,09
1524,13002,01,16,18,22,28,30,12
1525,13001,06,08,14,15,24,25,06
1526,12154,05,07,12,16,28,32,04
1527,12153,04,05,11,21,27,28,10
1528,12152,10,12,18,22,28,29,07
1529,12151,05,14,24,25,26,32,01
1530,12150,09,11,17,23,24,26,07
1531,12149,01,05,13,25,26,32,13
1532,12148,03,06,11,17,21,31,07
1533,12147,02,12,15,23,24,32,09
1534,12146,01,05,07,13,29,32,13
1535,12145,05,20,26,27,28,33,03
1536,12144,03,10,12,13,27,30,04
1537,12143,07,08,18,25,30,32,06
1538,12142,05,18,22,28,29,31,06
1539,12141,03,05,08,19,20,27,09
1540,12140,14,18,27,30,31,33,15
1541,12139,08,19,21,24,28,31,15
1542,12138,01,07,16,17,19,21,14
1543,12137,01,02,04,06,13,17,07
1544,12136,02,07,08,17,21,28,11
1545,12135,02,05,07,08,11,17,16
1546,12134,02,05,06,07,13,23,15
1547,12133,01,08,11,20,21,29,02
1548,12132,07,12,16,17,21,25,10
1549,12131,06,18,19,26,28,32,12
1550,12130,01,03,15,20,22,31,03
1551,12129,01,07,09,17,21,29,01
1552,12128,05,09,12,29,30,31,05
1553,12127,01,09,11,21,26,32,08
1554,12126,03,05,12,15,23,24,07
1555,12125,08,12,13,26,29,33,01
1556,12124,06,07,21,25,27,33,11
1557,12123,08,10,16,25,28,33,09
1558,12122,12,13,19,22,28,29,11
1559,12121,01,07,08,20,23,24,11
1560,12120,01,04,20,24,28,29,16
1561,12119,12,20,25,26,27,28,13
1562,12118,05,06,07,12,15,28,11
1563,12117,13,15,18,20,24,28,09
1564,12116,03,21,26,29,31,32,03
1565,12115,03,08,20,24,26,32,14
1566,12114,01,06,11,26,27,29,15
1567,12113,03,06,09,13,18,32,06
1568,12112,08,15,20,21,27,31,06
1569,12111,02,09,10,20,22,31,13
1570,12110,03,07,10,13,22,32,09
1571,12109,02,12,24,26,29,31,03
1572,12108,01,09,12,13,19,28,13
1573,12107,11,12,15,24,25,31,09
1574,12106,13,14,20,22,23,32,16
1575,12105,06,13,14,15,17,30,04
1576,12104,04,05,09,10,19,28,03
1577,12103,04,09,11,14,32,33,02
1578,12102,13,25,27,28,29,30,15
1579,12101,09,12,17,18,20,33,02
1580,12100,05,07,15,18,25,33,10
1581,12099,08,12,15,16,21,27,16
1582,12098,02,12,19,26,29,31,09
1583,12097,05,08,13,14,19,22,06
1584,12096,04,07,11,16,29,33,07
1585,12095,17,24,27,28,29,30,02
1586,12094,06,09,14,16,23,33,15
1587,12093,03,05,19,21,24,33,13
1588,12092,06,13,17,18,28,32,03
1589,12091,01,05,07,08,19,21,16
1590,12090,02,13,20,25,29,30,11
1591,12089,03,07,10,13,14,25,11
1592,12088,03,05,23,24,27,31,15
1593,12087,03,10,11,13,14,22,09
1594,12086,08,09,13,15,22,23,08
1595,12085,05,17,24,30,31,33,05
1596,12084,02,10,20,26,28,29,14
1597,12083,04,09,14,15,26,33,04
1598,12082,02,04,11,18,22,29,06
1599,12081,02,05,10,24,25,29,06
1600,12080,04,09,14,15,16,27,03
1601,12079,06,07,12,24,30,33,12
1602,12078,08,15,22,24,28,33,12
1603,12077,02,04,13,18,26,28,12
1604,12076,11,18,22,27,29,30,15
1605,12075,04,06,22,23,29,32,11
1606,12074,15,16,18,19,28,32,08
1607,12073,04,07,09,10,17,27,05
1608,12072,02,03,07,09,13,30,06
1609,12071,03,04,19,21,22,23,08
1610,12070,02,03,04,24,31,32,11
1611,12069,08,10,11,18,20,29,06
1612,12068,05,17,22,26,32,33,10
1613,12067,04,05,10,21,26,30,16
1614,12066,01,02,09,26,29,33,12
1615,12065,08,10,18,19,27,31,14
1616,12064,05,10,11,16,23,24,11
1617,12063,02,10,17,19,24,27,12
1618,12062,02,13,16,17,20,31,07
1619,12061,03,08,11,12,14,18,14
1620,12060,07,10,13,16,17,29,01
1621,12059,04,13,21,22,26,31,01
1622,12058,03,06,15,20,25,26,04
1623,12057,03,05,19,21,27,31,04
1624,12056,04,07,14,17,26,31,10
1625,12055,04,06,13,20,24,28,01
1626,12054,06,14,18,20,30,33,14
1627,12053,04,15,22,25,27,33,04
1628,12052,02,03,05,06,20,24,04
1629,12051,02,12,14,17,30,31,09
1630,12050,07,13,15,17,19,24,11
1631,12049,04,12,13,19,20,32,02
1632,12048,01,05,14,22,24,30,10
1633,12047,06,07,11,16,32,33,11
1634,12046,04,12,19,20,23,33,06
1635,12045,08,11,20,21,27,30,09
1636,12044,06,09,10,14,22,25,03
1637,12043,02,09,11,21,26,33,03
1638,12042,05,06,11,19,24,28,16
1639,12041,08,11,15,20,24,32,02
1640,12040,03,08,09,22,25,31,10
1641,12039,01,02,05,13,22,29,08
1642,12038,09,10,11,15,19,33,16
1643,12037,05,14,19,24,28,33,09
1644,12036,02,11,13,18,19,26,09
1645,12035,09,11,12,21,24,26,05
1646,12034,02,03,08,23,32,33,16
1647,12033,02,03,15,16,17,27,04
1648,12032,01,02,10,17,22,24,04
1649,12031,04,16,22,24,27,31,03
1650,12030,09,10,17,18,21,31,08
1651,12029,04,07,15,25,26,28,03
1652,12028,10,15,20,21,28,30,11
1653,12027,04,16,22,25,30,31,12
1654,12026,03,07,09,15,24,25,16
1655,12025,03,08,09,17,25,27,06
1656,12024,04,12,19,21,25,28,13
1657,12023,05,09,15,23,24,33,02
1658,12022,04,08,12,24,26,27,04
1659,12021,01,15,16,18,22,30,03
1660,12020,03,08,12,18,23,29,11
1661,12019,07,14,18,20,22,30,16
1662,12018,03,05,06,22,26,32,15
1663,12017,06,09,14,19,25,28,10
1664,12016,02,05,12,17,22,25,08
1665,12015,01,03,06,10,21,23,15
1666,12014,01,02,05,16,28,30,12
1667,12013,06,08,24,29,30,32,13
1668,12012,15,17,18,20,23,27,01
1669,12011,04,14,15,16,20,26,05
1670,12010,01,03,13,19,25,26,10
1671,12009,04,16,24,26,27,33,11
1672,12008,01,12,20,23,24,29,08
1673,12007,10,17,19,27,28,32,04
1674,12006,02,22,25,29,32,33,08
1675,12005,07,09,18,27,31,33,06
1676,12004,01,05,10,11,21,23,16
1677,12003,03,06,08,24,29,31,09
1678,12002,02,03,07,09,10,32,13
1679,12001,01,04,05,09,15,17,06
1680,11153,05,08,09,10,20,25,13
1681,11152,04,10,11,12,21,26,13
1682,11151,07,11,16,19,31,33,10
1683,11150,08,10,12,15,22,27,13
1684,11149,04,05,06,07,23,31,16
1685,11148,05,14,22,23,25,26,14
1686,11147,04,08,12,17,18,30,10
1687,11146,11,23,26,28,32,33,10
1688,11145,02,04,14,15,26,30,04
1689,11144,01,02,09,10,16,24,03
1690,11143,07,08,12,14,15,30,16
1691,11142,12,15,16,26,29,31,02
1692,11141,02,04,06,19,24,29,11
1693,11140,04,18,20,22,27,29,06
1694,11139,08,20,24,27,30,31,03
1695,11138,01,05,15,24,28,32,07
1696,11137,02,11,18,23,30,33,13
1697,11136,02,04,06,20,22,31,07
1698,11135,12,13,17,20,25,26,12
1699,11134,01,02,06,07,30,31,10
1700,11133,12,14,20,21,25,31,16
1701,11132,02,05,12,13,25,33,07
1702,11131,02,07,09,17,21,25,01
1703,11130,07,14,18,23,25,32,15
1704,11129,07,10,11,21,23,26,06
1705,11128,09,11,14,17,19,23,12
1706,11127,16,19,22,23,27,29,11
1707,11126,03,07,13,18,23,26,16
1708,11125,03,10,15,24,27,32,08
1709,11124,09,18,19,26,31,32,16
1710,11123,01,04,05,14,19,28,16
1711,11122,10,12,18,26,27,31,03
1712,11121,04,14,22,25,32,33,02
1713,11120,04,14,17,28,30,33,07
1714,11119,09,12,14,19,28,32,01
1715,11118,05,06,11,14,20,21,10
1716,11117,08,10,19,26,28,30,04
1717,11116,01,07,11,12,17,27,05
1718,11115,07,08,09,12,17,33,16
1719,11114,01,14,15,16,30,32,09
1720,11113,06,10,11,25,32,33,05
1721,11112,03,05,16,18,23,24,15
1722,11111,01,03,05,20,25,27,04
1723,11110,12,14,21,26,28,33,12
1724,11109,01,03,09,15,16,33,15
1725,11108,02,17,22,26,29,33,10
1726,11107,04,09,16,17,22,29,15
1727,11106,02,11,12,14,24,32,14
1728,11105,04,06,23,25,27,28,01
1729,11104,09,10,16,20,25,29,09
1730,11103,04,05,10,13,15,16,12
1731,11102,01,05,13,21,27,31,11
1732,11101,06,10,19,23,29,31,06
1733,11100,07,11,21,23,31,32,05
1734,11099,10,12,13,21,26,27,14
1735,11098,03,07,20,21,22,32,05
1736,11097,09,17,19,20,21,26,16
1737,11096,01,04,07,13,14,19,15
1738,11095,03,07,08,10,23,24,05
1739,11094,09,11,12,17,18,19,05
1740,11093,04,07,11,13,23,30,09
1741,11092,05,10,17,26,31,32,04
1742,11091,09,15,21,23,28,30,03
1743,11090,02,05,14,18,21,25,16
1744,11089,01,02,11,24,29,30,12
1745,11088,03,09,17,20,21,29,04
1746,11087,02,03,04,05,18,28,01
1747,11086,06,07,09,12,17,24,09
1748,11085,03,06,11,21,24,31,10
1749,11084,09,10,12,16,18,32,15
1750,11083,07,16,18,24,28,29,06
1751,11082,07,16,17,20,25,26,04
1752,11081,06,14,19,23,25,32,12
1753,11080,02,07,09,25,31,32,09
1754,11079,03,14,15,16,24,29,05
1755,11078,03,05,13,20,22,29,09
1756,11077,01,07,08,15,26,29,10
1757,11076,06,19,21,26,32,33,13
1758,11075,07,09,10,12,31,32,13
1759,11074,02,21,26,28,29,32,01
1760,11073,03,04,05,12,17,21,14
1761,11072,01,06,10,11,18,27,12
1762,11071,01,02,15,22,28,30,02
1763,11070,01,03,05,12,21,28,12
1764,11069,02,13,16,18,24,30,12
1765,11068,03,07,10,15,19,24,10
1766,11067,17,19,20,24,25,27,12
1767,11066,04,06,14,17,30,32,12
1768,11065,04,16,23,25,27,29,03
1769,11064,03,06,07,29,30,33,02
1770,11063,04,06,13,15,18,19,05
1771,11062,04,08,09,10,29,30,03
1772,11061,02,03,08,13,19,21,03
1773,11060,10,11,13,21,27,31,01
1774,11059,24,26,27,29,31,33,16
1775,11058,07,18,22,30,32,33,06
1776,11057,04,06,20,21,26,33,02
1777,11056,13,16,19,20,23,25,10
1778,11055,08,13,16,17,29,32,16
1779,11054,08,11,16,17,22,33,08
1780,11053,03,06,10,12,22,30,15
1781,11052,04,05,08,19,27,28,08
1782,11051,01,07,11,14,15,16,14
1783,11050,04,05,19,22,28,29,15
1784,11049,01,11,17,18,27,31,14
1785,11048,10,14,18,25,26,27,15
1786,11047,04,13,23,25,27,33,14
1787,11046,09,17,18,26,29,30,08
1788,11045,02,16,17,20,26,32,08
1789,11044,03,14,16,26,27,31,09
1790,11043,04,13,14,17,25,31,04
1791,11042,05,13,15,17,19,21,15
1792,11041,04,10,12,13,30,32,13
1793,11040,05,11,14,24,26,28,13
1794,11039,03,07,10,16,24,29,13
1795,11038,02,14,15,19,23,24,12
1796,11037,01,03,04,06,17,25,11
1797,11036,02,11,20,22,24,31,05
1798,11035,13,14,18,20,27,31,02
1799,11034,13,14,17,19,24,31,08
1800,11033,02,08,12,13,19,29,04
1801,11032,03,05,07,13,14,15,15
1802,11031,16,17,24,28,29,32,12
1803,11030,02,09,19,24,25,33,10
1804,11029,01,04,09,10,20,31,07
1805,11028,01,04,05,14,16,17,01
1806,11027,13,18,21,22,25,26,01
1807,11026,07,08,17,19,21,26,12
1808,11025,08,25,26,31,32,33,09
1809,11024,05,07,10,19,26,31,14
1810,11023,02,03,06,21,22,25,05
1811,11022,02,07,14,16,17,21,05
1812,11021,01,02,14,18,25,31,08
1813,11020,12,16,17,19,24,30,05
1814,11019,02,04,12,19,32,33,16
1815,11018,13,15,18,28,30,33,01
1816,11017,02,06,15,23,26,33,08
1817,11016,03,04,16,17,22,29,13
1818,11015,03,06,13,26,27,29,07
1819,11014,05,07,10,11,23,26,16
1820,11013,01,03,13,16,21,22,08
1821,11012,07,08,11,13,15,26,13
1822,11011,01,12,18,19,21,24,10
1823,11010,01,04,05,09,15,19,13
1824,11009,17,18,23,24,25,26,04
1825,11008,10,12,13,17,24,31,15
1826,11007,01,09,17,24,26,31,05
1827,11006,01,03,05,13,16,18,05
1828,11005,06,09,12,14,20,22,13
1829,11004,04,06,08,10,13,26,05
1830,11003,13,14,21,22,23,27,04
1831,11002,06,08,12,17,28,33,05
1832,11001,03,09,20,24,26,32,10
1833,10153,03,06,12,19,30,31,13
1834,10152,04,09,17,21,25,31,01
1835,10151,02,13,14,17,19,26,14
1836,10150,02,17,18,23,29,30,06
1837,10149,02,07,08,16,25,30,09
1838,10148,01,03,07,18,23,27,12
1839,10147,02,08,15,18,24,30,03
1840,10146,01,17,18,22,25,32,01
1841,10145,03,21,24,27,28,31,08
1842,10144,02,03,08,15,19,21,11
1843,10143,09,16,18,26,30,31,14
1844,10142,02,16,18,23,26,27,10
1845,10141,02,03,07,18,23,27,06
1846,10140,01,12,13,18,26,29,15
1847,10139,11,13,18,20,26,31,09
1848,10138,01,21,23,24,26,30,05
1849,10137,07,09,10,13,19,33,06
1850,10136,04,10,23,24,26,33,10
1851,10135,04,10,13,25,26,30,10
1852,10134,09,15,16,22,27,28,06
1853,10133,03,09,17,21,26,32,01
1854,10132,02,10,12,18,24,33,15
1855,10131,05,06,15,16,19,26,06
1856,10130,01,02,07,15,21,31,16
1857,10129,04,08,14,25,28,32,16
1858,10128,04,11,19,20,24,28,12
1859,10127,01,04,08,17,25,33,01
1860,10126,03,13,18,20,27,28,05
1861,10125,06,07,13,23,28,29,09
1862,10124,02,06,08,11,12,25,02
1863,10123,06,12,15,18,29,32,10
1864,10122,02,09,12,16,25,27,06
1865,10121,08,11,13,18,25,30,15
1866,10120,01,02,05,06,10,29,16
1867,10119,07,17,25,27,30,31,09
1868,10118,05,08,11,13,15,25,05
1869,10117,01,08,20,22,24,28,01
1870,10116,05,09,10,20,22,26,07
1871,10115,01,22,24,25,29,33,15
1872,10114,01,08,11,15,17,25,01
1873,10113,05,10,15,18,20,28,10
1874,10112,01,08,18,24,29,30,16
1875,10111,04,07,08,13,17,18,10
1876,10110,01,03,12,24,26,27,01
1877,10109,04,15,18,25,29,32,15
1878,10108,02,04,08,20,23,24,07
1879,10107,08,12,15,17,22,33,16
1880,10106,02,06,08,15,26,29,16
1881,10105,01,08,09,19,21,31,11
1882,10104,07,17,23,24,27,32,02
1883,10103,06,09,14,17,20,33,09
1884,10102,04,11,16,20,22,29,10
1885,10101,04,09,18,21,25,26,06
1886,10100,01,06,12,22,23,26,08
1887,10099,03,04,17,24,27,30,06
1888,10098,01,03,08,16,29,33,07
1889,10097,10,16,18,21,24,26,01
1890,10096,07,12,21,23,24,28,03
1891,10095,09,11,16,17,25,27,14
1892,10094,03,05,07,27,31,32,10
1893,10093,09,10,19,28,32,33,06
1894,10092,03,13,19,27,28,30,02
1895,10091,06,13,16,20,22,24,16
1896,10090,01,06,10,15,25,31,14
1897,10089,07,08,09,16,23,26,01
1898,10088,05,06,15,23,27,30,12
1899,10087,01,08,16,17,25,30,10
1900,10086,05,21,28,29,30,31,08
1901,10085,01,08,12,13,24,27,08
1902,10084,02,10,14,18,20,30,03
1903,10083,02,20,21,22,23,31,12
1904,10082,01,08,13,14,27,31,02
1905,10081,02,03,09,24,26,27,05
1906,10080,08,10,13,14,16,23,16
1907,10079,08,11,12,14,18,22,02
1908,10078,01,03,09,11,17,23,12
1909,10077,02,08,14,20,21,24,09
1910,10076,01,12,14,29,31,32,15
1911,10075,05,09,12,13,15,22,14
1912,10074,02,10,17,18,19,29,15
1913,10073,01,16,20,23,27,31,02
1914,10072,06,08,22,23,30,31,01
1915,10071,05,13,14,17,20,26,01
1916,10070,08,13,23,27,31,33,07
1917,10069,12,14,20,22,24,32,11
1918,10068,03,13,18,20,23,28,13
1919,10067,01,07,10,14,21,25,01
1920,10066,01,03,21,22,31,32,07
1921,10065,02,07,08,17,30,32,12
1922,10064,08,14,25,26,30,31,11
1923,10063,02,06,10,17,23,24,03
1924,10062,11,13,15,20,31,33,03
1925,10061,02,04,16,19,22,26,12
1926,10060,01,08,15,18,22,27,09
1927,10059,01,09,11,12,18,30,10
1928,10058,01,04,11,17,19,29,12
1929,10057,05,11,12,19,25,32,05
1930,10056,01,02,03,08,13,32,07
1931,10055,02,03,13,19,20,23,08
1932,10054,01,06,08,12,14,25,06
1933,10053,03,22,24,27,28,30,14
1934,10052,01,02,19,23,27,29,10
1935,10051,04,17,23,27,28,32,03
1936,10050,07,21,22,26,28,30,11
1937,10049,01,06,10,26,27,28,02
1938,10048,01,06,08,10,23,33,02
1939,10047,03,10,13,20,21,32,15
1940,10046,11,12,21,23,27,32,05
1941,10045,02,03,04,13,20,29,01
1942,10044,03,09,21,23,27,31,05
1943,10043,04,10,19,22,28,33,04
1944,10042,03,06,11,20,31,32,10
1945,10041,03,05,13,19,25,29,12
1946,10040,12,19,24,25,30,32,11
1947,10039,08,17,21,23,25,32,12
1948,10038,01,06,07,11,13,16,01
1949,10037,03,16,19,21,24,26,06
1950,10036,06,13,14,28,29,30,08
1951,10035,09,10,11,18,19,21,10
1952,10034,06,11,13,22,25,32,12
1953,10033,08,10,11,12,25,29,09
1954,10032,08,18,21,28,29,33,08
1955,10031,05,07,13,24,25,28,04
1956,10030,03,06,10,16,25,31,05
1957,10029,01,05,14,16,17,22,03
1958,10028,01,03,06,12,16,32,12
1959,10027,03,04,15,25,26,30,13
1960,10026,02,04,05,08,19,22,12
1961,10025,04,05,07,10,13,25,11
1962,10024,07,16,26,27,29,31,14
1963,10023,02,09,11,22,24,27,11
1964,10022,01,02,18,29,31,32,02
1965,10021,02,09,16,17,19,25,04
1966,10020,05,06,14,22,24,26,09
1967,10019,02,10,22,24,26,27,06
1968,10018,11,28,29,30,32,33,02
1969,10017,01,03,06,11,12,23,11
1970,10016,02,08,10,12,30,33,16
1971,10015,01,04,16,21,23,28,06
1972,10014,01,03,07,14,26,28,02
1973,10013,01,02,03,16,18,23,12
1974,10012,02,08,13,14,25,33,10
1975,10011,07,08,14,22,24,30,07
1976,10010,07,08,12,15,22,26,08
1977,10009,01,09,13,21,24,32,06
1978,10008,05,07,13,15,18,30,14
1979,10007,14,22,27,28,30,33,14
1980,10006,03,05,07,13,14,18,05
1981,10005,03,05,06,08,17,18,14
1982,10004,01,12,13,16,23,28,07
1983,10003,14,22,26,27,28,31,04
1984,10002,03,06,07,23,30,33,13
1985,10001,07,17,18,27,29,32,13
1986,09154,01,07,12,14,18,25,16
1987,09153,06,07,08,20,21,25,10
1988,09152,03,04,19,21,27,28,05
1989,09151,06,08,10,16,25,30,14
1990,09150,04,06,07,16,19,20,04
1991,09149,01,03,16,18,22,29,04
1992,09148,06,12,15,22,29,32,10
1993,09147,06,08,10,18,22,32,16
1994,09146,03,09,16,20,22,33,15
1995,09145,03,05,11,15,26,33,11
1996,09144,01,05,10,17,18,29,12
1997,09143,05,09,11,17,23,28,10
1998,09142,07,11,15,19,20,24,13
1999,09141,02,13,21,28,29,31,09
2000,09140,04,05,11,18,22,33,12
2001,09139,01,05,15,17,27,29,02
2002,09138,04,07,14,26,32,33,14
2003,09137,08,12,14,15,17,21,01
2004,09136,01,04,14,22,30,33,01
2005,09135,01,03,14,19,30,33,16
2006,09134,03,05,12,15,28,33,06
2007,09133,05,09,13,18,20,32,01
2008,09132,04,14,15,21,23,30,07
2009,09131,16,23,25,26,32,33,05
2010,09130,02,03,07,12,13,30,11
2011,09129,06,07,16,17,24,25,07
2012,09128,05,08,15,16,26,32,01
2013,09127,02,11,12,14,15,16,04
2014,09126,03,05,06,10,19,23,15
2015,09125,06,07,08,22,26,27,12
2016,09124,03,04,22,23,28,30,10
2017,09123,09,13,20,22,25,28,14
2018,09122,07,14,16,27,29,32,01
2019,09121,02,04,06,10,25,30,09
2020,09120,01,02,08,12,16,30,16
2021,09119,06,07,10,12,15,21,05
2022,09118,12,16,25,26,27,31,05
2023,09117,05,09,15,21,26,31,13
2024,09116,05,17,21,25,27,32,14
2025,09115,02,09,13,15,19,24,03
2026,09114,03,05,11,12,31,32,11
2027,09113,04,12,20,25,28,29,16
2028,09112,06,07,18,24,30,32,09
2029,09111,02,04,07,14,15,25,15
2030,09110,04,10,13,15,19,30,14
2031,09109,05,06,07,14,25,28,01
2032,09108,04,10,17,28,32,33,02
2033,09107,07,08,20,23,28,29,05
2034,09106,01,02,15,18,20,29,04
2035,09105,02,08,10,16,27,30,15
2036,09104,20,22,26,29,30,32,16
2037,09103,06,11,17,20,23,24,09
2038,09102,03,05,07,08,14,31,10
2039,09101,01,02,05,10,19,24,14
2040,09100,02,11,17,27,30,33,11
2041,09099,08,09,18,20,25,29,09
2042,09098,03,14,15,20,23,30,02
2043,09097,07,13,24,26,28,32,14
2044,09096,01,26,27,31,32,33,03
2045,09095,08,09,14,28,31,33,15
2046,09094,03,16,22,25,26,33,14
2047,09093,01,11,20,31,32,33,01
2048,09092,02,06,07,14,18,31,08
2049,09091,03,08,11,14,25,29,04
2050,09090,07,09,14,20,23,30,14
2051,09089,02,03,07,11,19,32,04
2052,09088,04,07,11,15,16,17,02
2053,09087,06,11,13,20,28,32,06
2054,09086,11,12,13,18,23,32,11
2055,09085,04,08,12,17,20,30,03
2056,09084,04,09,11,20,32,33,13
2057,09083,02,08,12,18,24,28,04
2058,09082,11,15,18,21,27,29,02
2059,09081,04,05,06,25,29,30,03
2060,09080,01,11,13,25,32,33,06
2061,09079,02,09,16,21,30,31,13
2062,09078,05,07,12,14,15,20,13
2063,09077,01,09,14,16,28,32,16
2064,09076,09,18,19,25,28,31,06
2065,09075,01,13,15,17,20,30,05
2066,09074,05,10,16,19,23,28,13
2067,09073,09,16,17,18,22,27,14
2068,09072,01,03,12,20,21,29,04
2069,09071,04,05,23,26,31,32,06
2070,09070,01,02,09,10,21,31,10
2071,09069,03,05,12,18,21,23,02
2072,09068,06,11,18,20,25,30,05
2073,09067,04,10,16,23,28,30,05
2074,09066,02,15,19,24,31,32,04
2075,09065,08,12,20,22,30,33,02
2076,09064,01,02,14,23,28,29,15
2077,09063,02,05,11,26,30,32,16
2078,09062,10,19,20,21,23,32,10
